-6,94;0
-5,88;0
-4,82;0
-4,82;0
-4,82;0
-5,35;-0,91
-5,35;-0,91
-5,35;-0,91
-4,82;0
-3,76;0
-3,76;0
-3,76;0
-3,76;0
-4,29;-0,91
-4,29;-0,91
-4,29;-0,91
-4,29;-0,91
-4,29;-0,91
-3,23;-0,91
-3,23;-0,91
-3,23;-0,91
-2,17;-0,91
-1,64;0
-2,17;0,91
-2,7;0
-2,7;0
-2,7;0
-3,23;-0,91
-3,23;-0,91
-3,23;-0,91
-3,23;-0,91
-3,23;-0,91
-3,23;-0,91
-3,23;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-2,17;-0,91
-1,11;-0,91
-0,5800004;0
-0,5800004;0
-0,05000043;-0,91
1,01;-0,91
1,01;-0,91
2,069999;-0,91
2,069999;-0,91
2,069999;-0,91
2,069999;-0,91
3,129999;-0,91
4,19;-0,91
4,19;-0,91
4,19;-0,91
4,19;-0,91
4,19;-0,91
4,19;-0,91
5,249999;-0,91
