0,53;0,91
1,06;1,82
0,53;0,91
-0,53;0,91
-0,53;0,91
-1,06;1,82
-1,59;2,73
-2,12;3,64
-2,12;3,64
-1,589999;4,55
-1,589999;4,55
-1,589999;4,55
-0,5299988;4,55
-0,5299988;4,55
0,5300012;4,55
1,590001;4,55
2,12;3,64
1,59;2,73
1,06;1,82
0,53;0,91
0,53;0,91
-0,53;0,91
-1,06;0
-2,12;0
-2,12;0
-2,12;0
-2,12;0
-2,12;0
-3,18;0
-3,18;0
-3,18;0
-2,12;0
-1,06;0
-0,53;-0,91
0,53;-0,91
0,53;-0,91
0,53;-0,91
0,53;-0,91
0,53;-0,91
0,53;-0,91
0,53;-0,91
0,53;-0,91
0,53;-0,91
0,53;-0,91
0,53;-0,91
0,53;-0,91
1,06;-1,82
1,59;-2,73
2,12;-3,64
2,650001;-4,55
3,710001;-4,55
4,770001;-4,55
5,830001;-4,55
6,360001;-3,64
6,89;-2,73
7,42;-1,82
7,95;-0,91
8,48;0
7,42;0
6,36;0
5,3;0
4,24;0
3,18;0
2,12;0
1,06;0
