-1,06;0
-2,12;0
-1,06;0
-0,53;0,91
0,53;0,91
1,06;1,82
1,59;2,73
2,12;3,64
2,650001;4,55
2,650001;4,55
2,12;3,64
1,59;2,73
1,06;1,82
0,53;0,91
1,06;0
0,53;0,91
-0,53;0,91
-1,06;1,82
-1,59;2,73
-2,12;3,64
-2,649999;4,55
-3,709999;4,55
-2,649999;4,55
-2,12;3,64
-1,59;2,73
-1,06;1,82
-0,53;0,91
-1,06;0
-2,12;0
-3,18;0
-4,24;0
-5,3;0
-6,36;0
-7,42;0
-7,949998;0,9099999
-7,419998;1,82
-6,889998;2,73
-6,359999;3,64
-5,829998;4,55
-4,769999;4,55
-3,709999;4,55
-2,649999;4,55
-1,589999;4,55
-0,5299988;4,55
0,5300012;4,55
1,590001;4,55
