-0,53;-0,91
-0,53;-0,91
0,53;-0,91
1,06;0
0,53;0,91
0;1,82
0,53;0,91
1,06;0
1,06;0
1,06;0
1,06;0
1,06;0
1,06;0
1,06;0
1,06;0
1,06;0
1,59;-0,91
2,12;-1,82
2,12;-1,82
1,06;-1,82
0;-1,82
-0,53;-2,73
-1,06;-3,64
-1,59;-4,55
-1,06;-3,64
-0,53;-2,73
0;-1,82
-0,53;-0,91
-1,06;0
-1,06;0
-1,06;0
-1,06;0
-1,06;0
-1,06;0
-0,53;0,91
-1,06;1,82
-1,06;1,82
-2,12;1,82
-2,65;2,73
-2,12;1,82
-1,59;0,91
-1,06;0
-1,06;0
-0,53;-0,91
0,53;-0,91
0,53;-0,91
1,06;0
1,06;0
1,06;0
1,06;0
1,06;0
0,53;0,91
0,53;0,91
0,53;0,91
0;1,82
0,53;2,73
