0,53;-0,91
1,06;-1,82
1,59;-2,73
2,12;-3,64
2,12;-3,64
2,65;-2,73
1,59;-2,73
0,53;-2,73
-0,53;-2,73
-1,59;-2,73
-2,65;-2,73
-3,18;-3,64
-2,65;-4,55
-2,12;-3,64
-1,59;-2,73
-0,53;-2,73
0,53;-2,73
1,06;-3,64
